ID;Ürün Adı;Fiyat (EUR);Marka;Kategori;Kategori Kodu;Ürün Kodu;Spec: displacement_cm3
728;SECOP starting relay;140.00;Secop;Kompresörler;compressor;LF5032701;
729;SECOP starting capacitor 60μF;140.00;Secop;Kompresörler;compressor;365063;
730;SECOP starting capacitor 80μF;140.00;Secop;Kompresörler;compressor;365061;
731;TECUMSEH THB4410YFZ (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070232;2.7
732;TECUMSEH THB4413YFZ (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070234;3.6
733;TECUMSEH THB4415YFZ (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070233;4.2
734;TECUMSEH THB4419YFZ (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605184;5.2
735;TECUMSEH THB4422YFZ (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070235;6.1
736;TECUMSEH AE4425Y (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605249;6.7
737;TECUMSEH AE4430Y (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605173;8.0
738;TECUMSEH AE4440Y (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605188;10.3
739;TECUMSEH AE4450Y (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605095;13.2
740;TECUMSEH AE4456Y (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605167;14.5
741;TECUMSEH AE4460Y (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605098;15.1
742;TECUMSEH CAJ4461Y/R (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605160;18.3
743;TECUMSEH CAJ4476Y/S (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070313;21.8
744;TECUMSEH CAJ4476Y/R (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070146;21.8
745;TECUMSEH CAJ4492Y/S (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605172;26.0
746;TECUMSEH CAJ4492Y/R (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605329;26.0
747;TECUMSEH CAJ4511Y/S (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605171;32.7
748;TECUMSEH CAJ4511Y/R (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070148;32.7
749;TECUMSEH TAJ4492Y/R (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070149;26.0
750;TECUMSEH TAJ4511Y/S (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605332;32.7
751;TECUMSEH TAJ4511Y/R (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;605273;32.7
752;TECUMSEH FH4518Y/S (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077061;1.5
753;TECUMSEH FH4518Y/R (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF2101211;1.5
754;TECUMSEH LF5077063 TFH4518Y/S (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;;1.5
755;TECUMSEH LF2102058 TFH4518Y/R 1.5 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;;53.20
756;TECUMSEH LF5077066 FH4525Y/S (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;;74.25
757;TECUMSEH LF5077067 FH4525Y/R (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;;74.25
758;TECUMSEH TFH4525Y/S (R134A HMBP);357.96;Tecumseh;Kompresörler;compressor;LF5077064;
759;TECUMSEH LF5077065 TFH4525Y/R 2 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;;74.25
760;TECUMSEH LF5077070 TAG4528Y/S 2.5 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;;90.20
761;TECUMSEH TAG4528Y/R 2.5 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077071;90.20
762;TECUMSEH TAG4534Y/S 2.75 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077073;100.70
763;TECUMSEH TAG4534Y/R 2.75 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077074;100.70
764;TECUMSEH TAG4537Y/S 3 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077075;112.50
765;TECUMSEH TAG4537Y/R 3 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077076;112.50
766;TECUMSEH TAG4543Y/S 3.5 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077078;124.40
767;TECUMSEH LF5077079 TAG4543Y/R 3.5 (R134A HMBP);109.25;Tecumseh;Kompresörler;compressor;;124.40
768;TECUMSEH AE2415Z (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070245;7.3
769;TECUMSEH AE1420Z (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070382;9.4
770;TECUMSEH AE2425Z (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605276;12.0
771;TECUMSEH AE2430Z (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605157;14.51
772;TECUMSEH CAJ2428Z/R (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070094;15.2
773;TECUMSEH CAJ2432Z/S (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070319;18.3
774;TECUMSEH CAJ2432Z/R (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605238;18.3
775;TECUMSEH CAJ2440Z/S (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070323;22.8
776;TECUMSEH CAJ2440Z/R (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070096;22.8
777;TECUMSEH CAJ2446Z/S (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605306;1.2
778;TECUMSEH CAJ2446Z/R (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605134;1.2
779;TECUMSEH CAJ2464Z/S (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605320;1.5
780;TECUMSEH CAJ2464Z/R (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605136;1.5
781;TECUMSEH TAJ2446Z/S (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070321;1.2
782;TECUMSEH TAJ2446Z/R (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070099;1.2
783;TECUMSEH TAJ2464Z/S (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605187;1.5
784;TECUMSEH TAJ2464Z/R (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605324;1.5
785;TECUMSEH LF5076960 FH2480Z/R (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;;
786;TECUMSEH CSR (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;;68.0
787;TECUMSEH FH2511Z/S (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF5077091;74.25
788;TECUMSEH LF5077092 FH2511Z/R (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;;74.25
789;TECUMSEH TFH2511Z/S (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;605335;74.25
790;TECUMSEH TFH2511Z/R 3 (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF2102773;74.25
791;TECUMSEH LF5076948 TAG2516Z/S (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;;45.0
792;TECUMSEH LF5076950 TAG2516Z/R 4 (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;;45.0
793;TECUMSEH TAG2522Z/S 5 (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF5076951;63.0
794;TECUMSEH TAG2522Z/R 5 (R404A/R507 LBP);109.25;Tecumseh;Kompresörler;compressor;LF5076952;63.0
795;TECUMSEH AE4425Z (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605021;4.2
796;TECUMSEH AE4430Z (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605025;5.2
797;TECUMSEH AE4440Z (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605151;6.7
798;TECUMSEH AE4450Z (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605023;8.8
799;TECUMSEH AE4460Z (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605219;10.3
800;TECUMSEH AE4470Z (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605158;12.0
801;TECUMSEH CAJ9480Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605026;15.2
802;TECUMSEH CAJ9480Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605325;15.2
803;TECUMSEH CAJ9510Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605032;18.3
804;TECUMSEH CAJ9510Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605327;18.3
805;TECUMSEH CAJ9513Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605070;1.1
806;TECUMSEH CAJ9513Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070132;1.1
807;TECUMSEH CAJ4517Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605027;1.2
808;TECUMSEH CAJ4517Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605328;1.2
809;TECUMSEH CAJ4519Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605065;1.5
810;TECUMSEH CAJ4519Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605326;1.5
811;TECUMSEH TAJ9580Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070135;15.2
812;TECUMSEH TAJ9510Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070136;18.3
813;TECUMSEH TAJ9513Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605236;1.1
814;TECUMSEH TAJ4517Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070138;1.2
815;TECUMSEH TAJ4519Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5068808;1.5
816;TECUMSEH TAJ4519Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605277;1.5
817;TECUMSEH FH4522Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5019103;1.8
818;TECUMSEH FH4522Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070312;1.8
819;TECUMSEH LF5077022 TFH4522Z/S 1.8 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;39.95
820;TECUMSEH with valves (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077017;39.95
821;TECUMSEH LF5077025 FH4524/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;43.50
822;TECUMSEH LF5077026 FH4524/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;43.50
823;TECUMSEH TFH4524Z/S 2 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077027;43.50
824;TECUMSEH TFH4524Z/R 2 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF2102343;43.50
825;TECUMSEH LF5077086 FH4531Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;2.5
826;TECUMSEH FH4531Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5039421;2.5
827;TECUMSEH TFH4531Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605037;2.5
828;TECUMSEH LF5077030 TFH4531Z/R 2.5 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;56.65
829;TECUMSEH TFH4522Z/R 1.8 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;605042;39.95
830;TECUMSEH FH4540Z/R (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5067384;
831;TECUMSEH TFH4540Z/S 3 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077033;74.25
832;TECUMSEH LF5077034 TFH4540Z/R 3 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;74.25
833;TECUMSEH TAG4546Z/S 4 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077031;40.0
834;TECUMSEH TAG4546Z/R 4 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077035;40.0
835;TECUMSEH LF5077036 TAG4553Z/S 4.5 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;45.0
836;TECUMSEH TAG4561Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077040;
837;TECUMSEH TAG4568Z/S (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF5077044;
838;TECUMSEH LF5077045 TAG4568Z/R 6 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;54.0
839;TECUMSEH LF5077046 TAG4573Z/S 6.5 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;56.0
840;TECUMSEH TAG4573Z/R 6.5 (R404A/R507 HMBP);109.25;Tecumseh;Kompresörler;compressor;;
841;TECUMSEH AE4425U (R290 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070517;5.02
842;TECUMSEH AE4430U (R290 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070518;6.12
843;TECUMSEH AE4440U (R290 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070519;8.02
844;TECUMSEH AE4450U (R290 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070520;10.33
845;TECUMSEH AE4460U (R290 HMBP);109.25;Tecumseh;Kompresörler;compressor;LF3070521;12.01
846;TECUMSEH AE2410U (R290 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070522;6.12
847;TECUMSEH AE2415U (R290 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070524;8.85
848;TECUMSEH AE2420U (R290 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3070523;10.96
849;TECUMSEH max 100kg (R290 LBP);109.25;Tecumseh;Kompresörler;compressor;LF3313136;
850;TECUMSEH (R290 LBP);109.25;Tecumseh;Kompresörler;compressor;365095;36.5
851;RUNNING CAPACITORS (LF3068034);30.00;;Aksesuarlar & Montaj;accessories;LF3068034;
852;Secop Scroll;30.00;Secop;Aksesuarlar & Montaj;accessories;365097;
853;COPELAND ZR18K5E PFJ 622;130.00;Copeland;Kompresörler;compressor;LF3070432;
854;COPELAND ZR22K3E PFJ 522;130.00;Copeland;Kompresörler;compressor;LF3070433;
855;COPELAND ZR28K3E PFJ 522;130.00;Copeland;Kompresörler;compressor;LF3070434;
856;COPELAND ZR34K3E PFJ 522;130.00;Copeland;Kompresörler;compressor;LF3070435;
857;COPELAND ZR34K3E TFD 522;130.00;Copeland;Kompresörler;compressor;LF3070436;
858;COPELAND ZR40K3E TFD 522;130.00;Copeland;Kompresörler;compressor;LF3070438;
859;COPELAND ZR40K3E PFJ 522;130.00;Copeland;Kompresörler;compressor;LF3070437;
860;COPELAND C-SBN303H8G;130.00;Copeland;Kompresörler;compressor;LF3070583;
861;COPELAND C-SBN353H8G;130.00;Copeland;Kompresörler;compressor;LF3070584;
862;COPELAND C-SBN373H8G;130.00;Copeland;Kompresörler;compressor;LF3070585;
863;COPELAND C-SBS235H38B;130.00;Copeland;Kompresörler;compressor;LF3070586;
864;COPELAND C-SCN603H8K;130.00;Copeland;Kompresörler;compressor;LF3070587;
865;COPELAND C-SCN753H8K;130.00;Copeland;Kompresörler;compressor;LF3070588;
866;COPELAND C-SCN903H8K;130.00;Copeland;Kompresörler;compressor;LF3070589;
867;COPELAND C-SBN303H8H;130.00;Copeland;Kompresörler;compressor;LF3070590;
868;COPELAND C-SBN523H8H;130.00;Copeland;Kompresörler;compressor;LF3070591;
869;COPELAND C-SCP270H38B;130.00;Copeland;Kompresörler;compressor;LF3070592;
870;COPELAND C-SCP510H38B;130.00;Copeland;Kompresörler;compressor;LF3070593;
871;DANFOSS MANEUROP MTZ18-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070555;
872;DANFOSS MANEUROP MTZ22-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070556;
873;DANFOSS MANEUROP MTZ28-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070557;
874;DANFOSS MANEUROP MTZ32-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070558;
875;DANFOSS MANEUROP MTZ36-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070559;
876;DANFOSS MANEUROP MTZ40-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070560;
877;DANFOSS MANEUROP MTZ44-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070561;
878;DANFOSS MANEUROP MTZ50-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070562;
879;DANFOSS MANEUROP MTZ56-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070563;
880;DANFOSS MANEUROP MTZ64-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070564;
881;DANFOSS MANEUROP MTZ72-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070565;
882;DANFOSS MANEUROP MTZ80-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070566;
883;DANFOSS MANEUROP MTZ100-4VM;130.00;Danfoss;Kompresörler;compressor;LF5191548;
884;DANFOSS MANEUROP MTZ125-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070567;
885;DANFOSS MANEUROP MTZ144-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070568;
886;DANFOSS MANEUROP MTZ160-4VM;130.00;Danfoss;Kompresörler;compressor;LF3070569;
887;DORIN H51CS;130.00;Dorin;Kompresörler;compressor;LF3070526;
888;DORIN H80CC;130.00;Dorin;Kompresörler;compressor;LF3070528;
889;DORIN H80CS;130.00;Dorin;Kompresörler;compressor;LF3070529;
890;DORIN H101CC;130.00;Dorin;Kompresörler;compressor;LF3070441;
891;DORIN H101CS;130.00;Dorin;Kompresörler;compressor;LF3070442;
892;DORIN H151CC;130.00;Dorin;Kompresörler;compressor;LF3070443;
893;DORIN H151CS;130.00;Dorin;Kompresörler;compressor;LF3070444;
894;DORIN H181CC;130.00;Dorin;Kompresörler;compressor;LF3070445;
895;DORIN H181CS;130.00;Dorin;Kompresörler;compressor;LF3070446;
896;DORIN H201CC;130.00;Dorin;Kompresörler;compressor;LF3070447;
897;DORIN H201CS;130.00;Dorin;Kompresörler;compressor;LF3070449;
898;DORIN KIT GUARNIZIONI H11 D.38;130.00;Dorin;Kompresörler;compressor;LF5238764;
899;DORIN KIT PIASTRA VALVOLE H11 D38;130.00;Dorin;Kompresörler;compressor;LF5238766;
900;DORIN A1-6Y;130.00;Dorin;Kompresörler;compressor;LF3070572;
901;DORIN A1-7Y;130.00;Dorin;Kompresörler;compressor;LF3070573;
902;DORIN A1.5-7Y;130.00;Dorin;Kompresörler;compressor;LF3070574;
903;DORIN A1.5-8Y;130.00;Dorin;Kompresörler;compressor;LF3070575;
904;DORIN B1.5-9.1Y;130.00;Dorin;Kompresörler;compressor;LF3070576;
905;DORIN B2-10.1Y;130.00;Dorin;Kompresörler;compressor;LF3070577;
906;DORIN D2-13.1Y;130.00;Dorin;Kompresörler;compressor;LF3070578;
907;DORIN D2-15.1Y;130.00;Dorin;Kompresörler;compressor;LF3070579;
908;DORIN R404A/R407C/R452A/R407A/R134A/R407F/R513A/R448A/R449A;130.00;Dorin;Kompresörler;compressor;;
909;TECUMSEH UC404-AEZ2415Z (R452/R404 LBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058075;
910;TECUMSEH UC404AE2425 (R452/R404 LBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058076;
911;TECUMSEH UC404-CAJ2432Z (R452/R404 LBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058077;
912;TECUMSEH UC404CAJ2440Z (R452/R404 LBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058078;
913;TECUMSEH UC404-CAJ2464Z (R452/R404 LBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058079;
914;TECUMSEH UC404-FH2480Z (R452/R404 LBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058080;
915;TECUMSEH UC404TAG2513 (R452/R404 LBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058081;
916;TECUMSEH UC404AE4450Z (R452/R404 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058086;
917;TECUMSEH UC404AE4460Z (R452/R404 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058087;
918;TECUMSEH UC404CAJ9480 (R452/R404 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058088;
919;TECUMSEH UC404TAJ9510Z (R452/R404 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058089;
920;TECUMSEH UC404CAJ4517 (R452/R404 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058090;
921;TECUMSEH UCC404-AE4425Z (R452/R404 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058082;
922;TECUMSEH UCC404-AE4430Z (R452/R404 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058083;
923;TECUMSEH UCC/404AE4450Z (R452/R404 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058084;
924;TECUMSEH UCC404-AE4460Z (R452/R404 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058085;
925;TECUMSEH UC134CAJ4476 (R134 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058072;
926;TECUMSEH UC134CAJ4492 (R134 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058073;
927;TECUMSEH UC134TFH4525 (R134 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058074;
928;TECUMSEH UCC134THB4419Y (R134 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058068;
929;TECUMSEH UCC134AE4440Y (R134 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058069;
930;TECUMSEH UCC134AE4450Y (R134 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058070;
931;TECUMSEH UCC134AE4460Y (R134 HMBP);200.00;Tecumseh;Kondenser Üniteleri;condenserunit;LF3058071;
932;AC6144Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123042;
933;AC6160Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123018;
934;AC6170Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123005;
935;AC6187Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123054;
936;AC6212Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123077;
937;AC6214Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123144;
938;AV6144Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123055;
939;AV6160Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123056;
940;AV6170Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123057;
941;AV6187Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123058;
942;AV6212Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123076;
943;AV6214Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123059;
944;AV6215Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123049;
945;AV6220Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123030;
946;AV6226Z (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123031;
947;AVT6226ZX (R134A HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123027;
948;AC6144GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123145;
949;AC6152GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123146;
950;AC6165GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123147;
951;AC6181GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123148;
952;AC6212GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123149;
953;AV6144GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123053;
954;AV6152GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123016;
955;AV6165GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123029;
956;AV6181GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123025;
957;AV6212GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123017;
958;AV6215GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123043;
959;AV6217GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123028;
960;AV6222GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123044;
961;AV6224GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3058005;
962;AV6226GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123050;
963;AV6226GK2V (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123033;
964;AV9232GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123045;
965;AV9232GK2V (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123034;
966;AVT9232GS2V (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123036;
967;AV9238GK (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123041;
968;AV9238GK2V (R404A/R507 HMBP);200.00;;Kondenser Üniteleri;condenserunit;LF3123035;
